Source;Target
CHINA;Assistencia Virtual e Educacao
RUSSIA;Robotica e Mecanizacao
VIETNAM;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Visao Computacional e Fenotipagem
RUSSIA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
JAPAN;Diagnostico e Protecao Fitossanitaria
ARGENTINA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
AFRICA;Assistencia Virtual e Educacao
UGANDA;Ruido
JAPAN;IoT e Sensores
IRAQ;Assistencia Virtual e Educacao
KOREA;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
PORTUGAL;Assistencia Virtual e Educacao
TURKEY;Clima, Solo e Meio Ambiente
GREECE;Mercado Risco e Previsao
AUSTRALIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
AFRICA;Robotica e Mecanizacao
SPAIN;Assistencia Virtual e Educacao
PAKISTAN;Mercado Risco e Previsao
IRAN;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
BRAZIL;Mercado Risco e Previsao
TURKIYE;Assistencia Virtual e Educacao
JAPAN;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
JORDAN;Governanca, Gestao e Impacto Social
ENGLAND;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Diagnostico e Protecao Fitossanitaria
ITALY;Assistencia Virtual e Educacao
CYPRUS;Assistencia Virtual e Educacao
ALGERIA;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
MOROCCO;Assistencia Virtual e Educacao
USA;Visao Computacional e Fenotipagem
EGYPT;Assistencia Virtual e Educacao
MOROCCO;Assistencia Virtual e Educacao
POLAND;Governanca, Gestao e Impacto Social
KOREA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ROMANIA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
SPAIN;Visao Computacional e Fenotipagem
SPAIN;Assistencia Virtual e Educacao
GERMANY;Assistencia Virtual e Educacao
BANGLADESH;Diagnostico e Protecao Fitossanitaria
THAILAND;Clima, Solo e Meio Ambiente
CHINA;Visao Computacional e Fenotipagem
JAPAN;Agricultura de Precisao e Cultivo
SPAIN;Mercado Risco e Previsao
THAILAND;Assistencia Virtual e Educacao
TURKEY;Diagnostico e Protecao Fitossanitaria
GERMANY;Assistencia Virtual e Educacao
IRAN;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
CHINA;Governanca, Gestao e Impacto Social
ISRAEL;Ruido
RWANDA;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
JAPAN;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
MALAYSIA;IA: Arquiteturas e Metodos
USA;Clima, Solo e Meio Ambiente
LATVIA;Diagnostico e Protecao Fitossanitaria
VINCENT;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
POLAND;IoT e Sensores
ITALY;Assistencia Virtual e Educacao
SINGAPORE;IoT e Sensores
TUNISIA;Clima, Solo e Meio Ambiente
MEXICO;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
HONDURAS;Assistencia Virtual e Educacao
TAIWAN;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Visao Computacional e Fenotipagem
EMIRATES;Mercado Risco e Previsao
IRAN;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
MALAYSIA;Robotica e Mecanizacao
CHINA;Cadeia Produtiva e Qualidade
USA;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
ITALY;Visao Computacional e Fenotipagem
IRELAND;Assistencia Virtual e Educacao
MALAYSIA;Robotica e Mecanizacao
USA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
FRANCE;Ruido
CHINA;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
RWANDA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
PHILIPPINES;Governanca, Gestao e Impacto Social
SERBIA;Mercado Risco e Previsao
INDIA;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
CROATIA;Clima, Solo e Meio Ambiente
USA;IA: Arquiteturas e Metodos
USA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
USA;IA: Arquiteturas e Metodos
USA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
CHINA;IA: Arquiteturas e Metodos
ISRAEL;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
COLOMBIA;Mercado Risco e Previsao
AFRICA;Cadeia Produtiva e Qualidade
PORTUGAL;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
ETHIOPIA;Clima, Solo e Meio Ambiente
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
REPUBLIC;Assistencia Virtual e Educacao
USA;Ruido
PAKISTAN;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
INDIA;Robotica e Mecanizacao
RUSSIA;Clima, Solo e Meio Ambiente
MALAYSIA;Visao Computacional e Fenotipagem
INDONESIA;Mercado Risco e Previsao
IRAN;Ruido
TURKIYE;Clima, Solo e Meio Ambiente
FRANCE;Assistencia Virtual e Educacao
EMIRATES;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
ARGENTINA;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
FRANCE;Ruido
ITALY;Governanca, Gestao e Impacto Social
SWEDEN;Assistencia Virtual e Educacao
CHINA;Recursos Hidricos
CANADA;Assistencia Virtual e Educacao
AUSTRIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
GERMANY;Visao Computacional e Fenotipagem
ETHIOPIA;IA: Arquiteturas e Metodos
KOREA;Robotica e Mecanizacao
INDONESIA;Mercado Risco e Previsao
ETHIOPIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
LEBANON;Cadeia Produtiva e Qualidade
BANGLADESH;Assistencia Virtual e Educacao
ZIMBABWE;Cadeia Produtiva e Qualidade
SPAIN;Mercado Risco e Previsao
THAILAND;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
ROMANIA;Diagnostico e Protecao Fitossanitaria
ITALY;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
CHINA;IA: Arquiteturas e Metodos
INDIA;Diagnostico e Protecao Fitossanitaria
INDIA;Mercado Risco e Previsao
MOROCCO;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
RUSSIA;Cadeia Produtiva e Qualidade
ARABIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
TAIWAN;Diagnostico e Protecao Fitossanitaria
ZEALAND;Robotica e Mecanizacao
MOROCCO;Assistencia Virtual e Educacao
IRAQ;Mercado Risco e Previsao
FRANCE;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
PORTUGAL;Assistencia Virtual e Educacao
CHINA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
FINLAND;Assistencia Virtual e Educacao
AUSTRALIA;Mercado Risco e Previsao
EGYPT;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
PAKISTAN;Mercado Risco e Previsao
CANADA;Robotica e Mecanizacao
MEXICO;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
CANADA;Governanca, Gestao e Impacto Social
KOREA;Assistencia Virtual e Educacao
USA;IA: Arquiteturas e Metodos
ARABIA;Clima, Solo e Meio Ambiente
IRELAND;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ECUADOR;Assistencia Virtual e Educacao
COLOMBIA;Mercado Risco e Previsao
ITALY;Visao Computacional e Fenotipagem
ENGLAND;Ruido
USA;Mercado Risco e Previsao
MEXICO;Mercado Risco e Previsao
KOREA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
LITHUANIA;Assistencia Virtual e Educacao
INDIA;Mercado Risco e Previsao
GREECE;Assistencia Virtual e Educacao
INDIA;Governanca, Gestao e Impacto Social
CHINA;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
USA;Clima, Solo e Meio Ambiente
AUSTRIA;Robotica e Mecanizacao
CANADA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
ROMANIA;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
Nao Informado;Assistencia Virtual e Educacao
TURKEY;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
ITALY;Assistencia Virtual e Educacao
BRAZIL;Mercado Risco e Previsao
CHINA;Recursos Hidricos
CHINA;Assistencia Virtual e Educacao
PAKISTAN;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
AUSTRALIA;Visao Computacional e Fenotipagem
AUSTRIA;Visao Computacional e Fenotipagem
RUSSIA;Assistencia Virtual e Educacao
TAIWAN;IoT e Sensores
IRAN;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
AUSTRALIA;Diagnostico e Protecao Fitossanitaria
ITALY;Recursos Hidricos
CHINA;Cadeia Produtiva e Qualidade
GERMANY;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
OMAN;Assistencia Virtual e Educacao
GERMANY;Cadeia Produtiva e Qualidade
QATAR;Assistencia Virtual e Educacao
MALAYSIA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
VIETNAM;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
POLAND;IoT e Sensores
BRUNEI;Diagnostico e Protecao Fitossanitaria
Nao Informado;Governanca, Gestao e Impacto Social
CHINA;Diagnostico e Protecao Fitossanitaria
TAIWAN;Assistencia Virtual e Educacao
GREECE;Robotica e Mecanizacao
USA;Recursos Hidricos
COLOMBIA;Assistencia Virtual e Educacao
USA;Ruido
SCOTLAND;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Governanca, Gestao e Impacto Social
CHINA;Assistencia Virtual e Educacao
SWEDEN;Robotica e Mecanizacao
EGYPT;Governanca, Gestao e Impacto Social
FASO;Assistencia Virtual e Educacao
AUSTRIA;Mercado Risco e Previsao
CHINA;Cadeia Produtiva e Qualidade
USA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
KOREA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
USA;Cadeia Produtiva e Qualidade
BANGLADESH;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
LANKA;Robotica e Mecanizacao
ARABIA;Clima, Solo e Meio Ambiente
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
FRANCE;Ruido
INDIA;Assistencia Virtual e Educacao
CHINA;Robotica e Mecanizacao
NETHERLANDS;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
MEXICO;Assistencia Virtual e Educacao
IRAN;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
USA;Mercado Risco e Previsao
NAMIBIA;Assistencia Virtual e Educacao
MEXICO;Robotica e Mecanizacao
GERMANY;Assistencia Virtual e Educacao
INDIA;Mercado Risco e Previsao
EMIRATES;Diagnostico e Protecao Fitossanitaria
KOREA;Visao Computacional e Fenotipagem
SERBIA;Assistencia Virtual e Educacao
PORTUGAL;Assistencia Virtual e Educacao
RUSSIA;Visao Computacional e Fenotipagem
INDIA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
RUSSIA;Assistencia Virtual e Educacao
MEXICO;Robotica e Mecanizacao
CHINA;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
FRANCE;Ruido
INDONESIA;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
INDONESIA;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
ITALY;Recursos Hidricos
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
NETHERLANDS;Ruido
INDIA;Mercado Risco e Previsao
PHILIPPINES;Mercado Risco e Previsao
PORTUGAL;Visao Computacional e Fenotipagem
ROMANIA;Robotica e Mecanizacao
CHINA;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
ITALY;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Visao Computacional e Fenotipagem
SERBIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
CHINA;Visao Computacional e Fenotipagem
INDIA;Assistencia Virtual e Educacao
LANKA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CANADA;Assistencia Virtual e Educacao
IRELAND;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
MALAYSIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
ROMANIA;Assistencia Virtual e Educacao
SWEDEN;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;IA: Arquiteturas e Metodos
USA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
IRAN;Recursos Hidricos
USA;Assistencia Virtual e Educacao
COLOMBIA;Ruido
TURKEY;Clima, Solo e Meio Ambiente
VIETNAM;Clima, Solo e Meio Ambiente
AFRICA;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
IRAQ;Diagnostico e Protecao Fitossanitaria
PAKISTAN;Cadeia Produtiva e Qualidade
IRAN;Clima, Solo e Meio Ambiente
ITALY;Assistencia Virtual e Educacao
ARABIA;IoT e Sensores
CHINA;Assistencia Virtual e Educacao
NIGERIA;Cadeia Produtiva e Qualidade
INDIA;Assistencia Virtual e Educacao
INDIA;Ruido
IRAN;Clima, Solo e Meio Ambiente
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Assistencia Virtual e Educacao
TUNISIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;IoT e Sensores
CHINA;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
NORWAY;Assistencia Virtual e Educacao
ECUADOR;Cadeia Produtiva e Qualidade
AFRICA;Assistencia Virtual e Educacao
ENGLAND;Cadeia Produtiva e Qualidade
AUSTRALIA;Cadeia Produtiva e Qualidade
BRAZIL;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
HUNGARY;Assistencia Virtual e Educacao
JAPAN;Diagnostico e Protecao Fitossanitaria
ARABIA;Assistencia Virtual e Educacao
FINLAND;Assistencia Virtual e Educacao
VIETNAM;Diagnostico e Protecao Fitossanitaria
CHINA;IoT e Sensores
CHINA;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
GERMANY;IA: Arquiteturas e Metodos
AUSTRIA;Robotica e Mecanizacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
GREECE;Assistencia Virtual e Educacao
SCOTLAND;Assistencia Virtual e Educacao
CROATIA;Mercado Risco e Previsao
TURKIYE;Robotica e Mecanizacao
MOROCCO;Assistencia Virtual e Educacao
REPUBLIC;Assistencia Virtual e Educacao
EGYPT;Assistencia Virtual e Educacao
SPAIN;Mercado Risco e Previsao
INDIA;Assistencia Virtual e Educacao
CHINA;Agricultura de Precisao e Cultivo
CANADA;Robotica e Mecanizacao
GERMANY;Assistencia Virtual e Educacao
TURKEY;Ruido
USA;IA: Arquiteturas e Metodos
CHINA;Assistencia Virtual e Educacao
INDIA;Visao Computacional e Fenotipagem
REPUBLIC;Cadeia Produtiva e Qualidade
TURKIYE;Assistencia Virtual e Educacao
CANADA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
CAMEROON;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
MEXICO;Visao Computacional e Fenotipagem
SPAIN;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
ITALY;Visao Computacional e Fenotipagem
CHINA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
AFRICA;Diagnostico e Protecao Fitossanitaria
TAIWAN;Mercado Risco e Previsao
USA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
INDONESIA;Robotica e Mecanizacao
ARABIA;Diagnostico e Protecao Fitossanitaria
ROMANIA;Assistencia Virtual e Educacao
BANGLADESH;Cadeia Produtiva e Qualidade
ETHIOPIA;Mercado Risco e Previsao
EMIRATES;Assistencia Virtual e Educacao
SERBIA;IA: Arquiteturas e Metodos
RUSSIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
JAPAN;Assistencia Virtual e Educacao
CHINA;Mercado Risco e Previsao
USA;Diagnostico e Protecao Fitossanitaria
VENEZUELA;Clima, Solo e Meio Ambiente
USA;Assistencia Virtual e Educacao
UKRAINE;Assistencia Virtual e Educacao
SPAIN;Visao Computacional e Fenotipagem
ISRAEL;Assistencia Virtual e Educacao
JAPAN;Assistencia Virtual e Educacao
INDONESIA;Mercado Risco e Previsao
PERU;Assistencia Virtual e Educacao
BRAZIL;Assistencia Virtual e Educacao
BRAZIL;IoT e Sensores
CHINA;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Diagnostico e Protecao Fitossanitaria
MOROCCO;Assistencia Virtual e Educacao
HUNGARY;Assistencia Virtual e Educacao
CHINA;IoT e Sensores
INDIA;Assistencia Virtual e Educacao
BRAZIL;Cadeia Produtiva e Qualidade
CHINA;Assistencia Virtual e Educacao
UKRAINE;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
ENGLAND;Assistencia Virtual e Educacao
ITALY;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
SWITZERLAND;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
USA;Diagnostico e Protecao Fitossanitaria
IRAN;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
AUSTRALIA;Visao Computacional e Fenotipagem
KOREA;Assistencia Virtual e Educacao
LATVIA;Robotica e Mecanizacao
CHINA;Diagnostico e Protecao Fitossanitaria
USA;IoT e Sensores
ITALY;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
BANGLADESH;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
KOREA;Clima, Solo e Meio Ambiente
KOREA;Assistencia Virtual e Educacao
USA;Mercado Risco e Previsao
BRAZIL;Assistencia Virtual e Educacao
INDIA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
CHINA;Diagnostico e Protecao Fitossanitaria
ENGLAND;Diagnostico e Protecao Fitossanitaria
COLOMBIA;Assistencia Virtual e Educacao
NETHERLANDS;Robotica e Mecanizacao
TANZANIA;Cadeia Produtiva e Qualidade
TAIWAN;Assistencia Virtual e Educacao
TURKIYE;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
TURKIYE;Clima, Solo e Meio Ambiente
USA;Diagnostico e Protecao Fitossanitaria
INDIA;IA: Arquiteturas e Metodos
CANADA;Diagnostico e Protecao Fitossanitaria
IRAN;IoT e Sensores
ARABIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
CHINA;Diagnostico e Protecao Fitossanitaria
MALAYSIA;Cadeia Produtiva e Qualidade
INDIA;Governanca, Gestao e Impacto Social
GREECE;Assistencia Virtual e Educacao
ARABIA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
ETHIOPIA;Assistencia Virtual e Educacao
KOREA;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
LANKA;Diagnostico e Protecao Fitossanitaria
USA;Assistencia Virtual e Educacao
USA;Assistencia Virtual e Educacao
GREECE;Mercado Risco e Previsao
INDIA;Diagnostico e Protecao Fitossanitaria
TURKIYE;Assistencia Virtual e Educacao
LANKA;Mercado Risco e Previsao
TAIWAN;Clima, Solo e Meio Ambiente
ENGLAND;Diagnostico e Protecao Fitossanitaria
SPAIN;Assistencia Virtual e Educacao
INDIA;Diagnostico e Protecao Fitossanitaria
MEXICO;Clima, Solo e Meio Ambiente
BRAZIL;Visao Computacional e Fenotipagem
PORTUGAL;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
AFRICA;Assistencia Virtual e Educacao
INDONESIA;Assistencia Virtual e Educacao
KOREA;Diagnostico e Protecao Fitossanitaria
INDIA;Assistencia Virtual e Educacao
JORDAN;Assistencia Virtual e Educacao
MEXICO;Mercado Risco e Previsao
CHINA;Assistencia Virtual e Educacao
USA;Visao Computacional e Fenotipagem
TURKIYE;Assistencia Virtual e Educacao
CHINA;Assistencia Virtual e Educacao
GRENADA;Robotica e Mecanizacao
THAILAND;Assistencia Virtual e Educacao
SPAIN;Assistencia Virtual e Educacao
